GENE	EVENT	COORD	LENGTH	COMPLEX	FOREBRAIN.ADOLESCENT_ERR2598266	FOREBRAIN.ADOLESCENT_ERR2598267	FOREBRAIN.ADOLESCENT_ERR2598268	FOREBRAIN.ADOLESCENT_ERR2598269	FOREBRAIN.ELDERLY_ERR2598280	FOREBRAIN.ELDERLY_ERR2598281	FOREBRAIN.MIDDLE_ADULT_ERR2598305	FOREBRAIN.MIDDLE_ADULT_ERR2598306	FOREBRAIN.YOUNG_ADULT_ERR2598346	FOREBRAIN.YOUNG_ADULT_ERR2598347	FOREBRAIN.YOUNG_ADULT_ERR2598348	FOREBRAIN.YOUNG_ADULT_ERR2598349	FOREBRAIN.YOUNG_ADULT_ERR2598350	HEART.ADOLESCENT_ERR2598270	HEART.MIDDLE_ADULT_ERR2598307	HEART.YOUNG_ADULT_ERR2598351	LIVER.ADOLESCENT_ERR2598275	LIVER.ELDERLY_ERR2598284	LIVER.ELDERLY_ERR2598285	LIVER.MIDDLE_ADULT_ERR2598310	LIVER.YOUNG_ADULT_ERR2598357	LIVER.YOUNG_ADULT_ERR2598358	LIVER.YOUNG_ADULT_ERR2598359
CDIPT	HsaEX0014252	chr16:29870763-29870844	82	S	100.0	99.47	100.0	100.0	100.0	100.0	100.0	100.0	89.66	100.0	100.0	100.0	100.0	96.46	100.0	100.0	100.0	100.0	100.0	98.76	100.0	100.0	100.0
CDIPT	HsaEX0014253	chr16:29873907-29873956	50	S	96.83	93.33	100.0	96.72	97.85	95.24	100.0	97.07	100.0	100.0	96.33	98.46	96.92	100.0	95.82	94.44	95.28	98.55	99.18	98.23	100.0	94.29	90.91
MYST1	HsaEX0041372	chr16:31138510-31138674	165	S	100.0	100.0	100.0	97.3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
C16orf62	HsaEX0009667	chr16:19710824-19710970	147	S	98.15	97.77	97.92	100.0	100.0	100.0	98.51	97.98	96.08	95.24	99.08	100.0	95.51	100.0	97.57	96.81	98.76	97.45	97.69	100.0	93.55	100.0	100.0
RAB2A	HsaEX0051617	chr8:61504417-61504528	112	S	100.0	98.53	100.0	97.65	100.0	97.75	96.58	100.0	100.0	100.0	98.4	98.57	90.2	100.0	96.61	98.43	98.41	98.1	98.57	100.0	100.0	99.3	98.82
TTC35	HsaEX0067925	chr8:109491235-109491339	105	S	100.0	97.81	99.52	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.24	100.0	97.56	100.0	100.0	96.77	97.65	100.0
INTS10	HsaEX0031861	chr8:19706673-19706750	78	S	84.27	75.44	50.91	77.14	18.92	2.99	62.58	82.06	1.73	8.2	67.93	77.36	6.82	6.12	69.16	75.84	68.66	74.36	67.35	5.26	2.7	2.67	4.5
R3HCC1	HsaEX0051509	chr8:23150816-23150886	71	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.56	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.83
SNRNP70	HsaEX0060707	chr19:49605371-49605425	55	S	13.89	18.68	19.35	11.11	12.5	25.0	26.27	15.48	37.5	46.27	11.59	20.82	54.46	43.52	19.84	14.01	17.03	24.7	13.07	12.03	48.62	21.74	41.01
CLPTM1	HsaEX0015777	chr19:45494496-45494631	136	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.71	100.0	100.0	100.0	100.0
PLEKHJ1	HsaEX0048409	chr19:2234149-2234239	91	S	100.0	99.16	100.0	98.76	97.8	97.44	95.45	98.46	98.02	100.0	97.21	98.73	100.0	98.15	99.36	97.45	97.03	96.55	100.0	98.91	100.0	100.0	98.39
OAZ1	HsaEX0044504	chr19:2271384-2271529	146	S	98.28	99.13	98.58	98.43	99.89	99.72	98.74	97.86	98.33	98.11	96.74	98.7	99.16	99.46	98.84	99.23	96.74	97.23	99.19	98.84	99.65	99.75	99.09
PTOV1	HsaEX0050900	chr19:50358227-50358334	108	S	100.0	100.0	98.0	100.0	100.0	100.0	99.38	100.0	100.0	100.0	100.0	99.23	100.0	100.0	100.0	100.0	100.0	100.0	99.28	100.0	100.0	100.0	100.0
ILVBL	HsaEX0031564	chr19:15226377-15226482	106	S	100.0	100.0	100.0	100.0	100.0	100.0	97.16	100.0	100.0	100.0	98.57	100.0	98.1	100.0	100.0	100.0	100.0	93.94	100.0	100.0	100.0	100.0	100.0
HNRNPUL1	HsaEX0030314	chr19:41811581-41811772	192	S	96.98	98.82	100.0	100.0	97.69	100.0	100.0	100.0	94.3	100.0	100.0	100.0	97.19	97.11	100.0	99.0	97.75	97.52	99.17	100.0	100.0	100.0	100.0
RP11	HsaEX0054349	chr19:54631680-54631752	73	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.96	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DDX49	HsaEX0018964	chr19:19037112-19037186	75	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.1	100.0	98.82	100.0	97.8	100.0	100.0	100.0	100.0
GSK3A	HsaEX0028824	chr19:42736648-42736834	187	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.82	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MOSPD3	HsaEX0039860	chr7:100212490-100212654	165	S	100.0	100.0	98.36	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
LSM5	HsaEX0036853	chr7:32528237-32528264	28	S	97.83	100.0	98.59	95.35	97.44	98.67	100.0	99.22	94.14	100.0	99.47	100.0	100.0	97.58	99.36	100.0	100.0	98.29	100.0	98.85	96.51	95.83	96.88
POLD2	HsaEX0048892	chr7:44155714-44155805	92	S	84.07	90.54	95.07	90.29	98.38	100.0	89.77	87.75	98.48	96.7	88.45	84.3	98.01	100.0	93.78	95.17	90.89	93.42	86.41	96.85	100.0	100.0	100.0
DVL1	HsaEX0021230	chr1:1275116-1275192	77	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.68	100.0	100.0	100.0	100.0	100.0	95.92	99.12	100.0	100.0	100.0	100.0	91.21	100.0	100.0	100.0
GBF1	HsaEX0027148	chr10:104140884-104141012	129	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.14	100.0	96.67	97.18	100.0	97.48	100.0	100.0	100.0	100.0	100.0	100.0	100.0
BCCIP	HsaEX0007865	chr10:127519131-127519220	90	S	100.0	98.6	97.22	100.0	100.0	100.0	100.0	98.06	100.0	100.0	98.77	100.0	100.0	100.0	97.2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CUL2	HsaEX0017995	chr10:35300776-35300892	117	S	100.0	96.92	100.0	100.0	100.0	100.0	100.0	97.79	95.07	100.0	100.0	100.0	93.19	100.0	99.21	97.62	100.0	97.68	97.32	100.0	100.0	100.0	96.26
AATF	HsaEX0000204	chr17:35388911-35388982	72	S	100.0	100.0	98.1	100.0	100.0	100.0	98.33	100.0	100.0	92.59	100.0	100.0	94.87	100.0	100.0	97.22	100.0	100.0	100.0	97.73	100.0	96.04	100.0
PSMB3	HsaEX0050591	chr17:36916684-36916861	178	S	96.26	98.4	97.98	98.33	98.12	99.56	97.82	97.64	100.0	97.84	97.03	97.34	96.31	98.64	97.75	97.19	97.29	97.43	98.21	98.95	99.63	99.13	100.0
SLC25A11	HsaEX0058966	chr17:4842355-4842507	153	S	98.51	99.0	95.86	96.19	99.48	100.0	96.81	98.93	100.0	100.0	97.38	99.19	100.0	96.75	96.64	97.54	93.4	98.15	97.27	100.0	90.48	100.0	100.0
SMARCD2	HsaEX0060338	chr17:61910658-61910780	123	S	89.08	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.87	93.92	100.0	98.37	100.0	100.0	96.46	100.0	100.0	100.0	100.0	100.0	100.0
KAT2A	HsaEX0032873	chr17:40269925-40270035	111	S	100.0	99.19	97.55	100.0	91.67	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.29	100.0	99.37	100.0	98.71	100.0	100.0	100.0	100.0	97.5	100.0
HDAC5	HsaEX0029408	chr17:42157475-42157588	114	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SUPT6H	HsaEX0062953	chr17:27024924-27025048	125	S	92.51	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.82	100.0	100.0	99.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SNX25	HsaEX0060859	chr4:186283078-186283259	182	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MTCH2	HsaEX0040420	chr11:47647226-47647293	68	S	100.0	96.61	95.74	95.75	99.14	98.4	98.34	97.45	97.49	96.8	96.49	96.69	98.72	97.87	95.98	96.9	98.33	96.35	98.31	99.0	96.52	94.95	97.66
FNBP4	HsaEX0026130	chr11:47744528-47744868	341	S	91.21	98.22	91.09	92.46	84.99	92.84	96.59	100.0	97.82	93.79	95.34	100.0	97.29	90.63	91.11	92.37	96.89	100.0	90.19	100.0	100.0	100.0	95.85
RSRC2	HsaEX0055830	chr12:122991381-122991470	90	S	100.0	97.91	100.0	95.36	93.48	100.0	100.0	99.1	97.96	100.0	99.13	100.0	97.88	100.0	99.44	99.35	100.0	95.71	97.96	97.18	98.33	100.0	96.18
TENC1	HsaEX0064459	chr12:53455599-53455724	126	S	100.0	97.83	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.72	97.89	100.0	100.0	95.38	97.33	100.0	98.67	100.0	100.0	100.0
LTA4H	HsaEX0036880	chr12:96397616-96397698	83	S	72.22	86.16	68.12	76.74	86.81	81.25	78.18	72.77	74.68	100.0	70.04	74.74	71.43	76.0	75.85	77.32	70.31	73.81	73.91	85.88	96.04	91.67	90.0
NUDT3	HsaEX0044179	chr6:34261228-34261312	85	S	97.79	97.79	98.19	98.17	99.05	100.0	99.21	99.11	100.0	100.0	98.51	99.05	100.0	100.0	97.34	99.19	98.66	98.64	97.85	100.0	96.72	96.55	93.94
PPP2CA	HsaEX0049645	chr5:133536026-133536187	162	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.6	98.56	100.0	100.0	100.0
FAM162A	HsaEX0024113	chr3:122123105-122123210	106	S	96.36	98.23	98.37	97.33	100.0	99.56	98.37	96.5	100.0	100.0	96.93	97.42	100.0	100.0	98.56	98.17	98.83	96.61	98.75	99.26	100.0	100.0	100.0
PCCB	HsaEX0045832	chr3:136045997-136046097	101	S	91.3	100.0	96.43	94.87	98.69	100.0	97.87	100.0	97.75	100.0	100.0	100.0	100.0	98.29	98.58	97.18	97.33	100.0	100.0	100.0	100.0	100.0	99.01
USP4	HsaEX0069865	chr3:49316247-49316335	89	S	92.73	90.18	82.8	85.71	89.66	87.76	86.14	80.39	92.31	100.0	84.1	88.62	87.1	83.78	90.28	88.78	78.62	86.14	92.12	91.3	94.87	100.0	91.78
USP4	HsaEX0069866	chr3:49321420-49321569	150	S	100.0	98.98	97.7	100.0	100.0	95.56	100.0	100.0	86.05	100.0	100.0	100.0	100.0	100.0	98.31	100.0	98.4	100.0	100.0	100.0	100.0	100.0	96.3
USP4	HsaEX0069867	chr3:49323531-49323752	222	S	100.0	98.66	97.75	100.0	100.0	100.0	100.0	98.46	100.0	100.0	100.0	100.0	100.0	100.0	98.86	100.0	100.0	97.1	100.0	100.0	100.0	100.0	100.0
AC008073.5	HsaEX0000951	chr2:24296946-24297064	119	S	86.41	89.36	95.39	90.77	96.24	99.0	93.29	93.65	97.45	100.0	91.71	95.93	95.9	100.0	89.97	94.12	93.46	89.92	95.72	97.16	98.1	96.64	98.38
NRBP1	HsaEX0043753	chr2:27662633-27662765	133	S	100.0	99.35	97.45	100.0	100.0	100.0	100.0	100.0	96.77	100.0	100.0	100.0	100.0	100.0	100.0	99.41	100.0	100.0	100.0	100.0	100.0	100.0	98.15
INO80B	HsaEX0031684	chr2:74682945-74683063	119	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
UNC50	HsaEX0069370	chr2:99232670-99232809	140	S	97.67	96.38	97.93	97.62	90.0	100.0	98.37	95.08	100.0	100.0	99.1	98.15	100.0	100.0	97.73	95.89	97.56	94.55	100.0	100.0	100.0	100.0	100.0
SF3B1	HsaEX0057571	chr2:198263693-198263762	70	S	6.24	6.15	12.14	9.09	2.98	16.5	9.6	5.53	7.41	9.82	6.82	2.4	9.32	7.94	7.25	3.48	7.3	9.43	4.63	4.28	11.1	8.53	16.08
STK25	HsaEX0062464	chr2:242437650-242437764	115	S	98.78	98.87	99.39	98.18	100.0	100.0	99.43	100.0	93.33	95.65	99.67	98.68	100.0	100.0	98.73	99.44	99.25	96.84	98.43	90.08	91.67	95.92	100.0
BIRC6	HsaEX0008136	chr2:32832522-32832710	189	S	95.0	100.0	98.77	100.0	100.0	100.0	91.84	100.0	96.77	95.35	100.0	97.53	100.0	100.0	98.72	98.11	100.0	100.0	98.94	100.0	100.0	100.0	100.0
ROBLD3	HsaEX0054201	chr1:156027769-156027858	90	S	98.25	90.08	92.38	88.41	90.26	99.39	87.54	89.9	99.38	98.56	91.57	88.72	93.1	98.37	89.5	88.51	85.77	86.38	95.4	92.93	99.18	100.0	99.54
AKR1A1	HsaEX0003461	chr1:46034157-46034356	200	S	100.0	96.85	90.99	98.28	100.0	96.97	91.12	95.38	91.57	96.23	98.96	96.53	87.26	96.41	97.64	98.46	96.56	91.9	95.87	97.02	97.91	97.81	97.49
RPN2	HsaEX0055525	chr20:35860699-35860794	96	S	100.0	96.89	99.46	97.47	98.12	96.09	95.15	98.88	98.67	98.04	98.61	98.57	92.88	96.65	98.44	97.84	99.17	98.8	97.89	100.0	96.28	99.15	99.4
UCHL3	HsaEX0069094	chr13:76178905-76178963	59	S	100.0	98.26	100.0	100.0	96.3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.97	100.0	100.0	94.87	100.0	100.0	100.0
GTF3C3	HsaEX0029010	chr2:197631289-197631441	153	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.94	100.0	100.0
ITGB1BP1	HsaEX0032438	chr2:9547578-9547713	136	S	99.21	99.04	98.73	99.08	97.16	100.0	99.62	99.71	97.89	100.0	99.58	99.42	95.51	100.0	99.29	98.83	100.0	98.84	99.75	96.51	91.23	95.56	94.69
GOT1	HsaEX0028069	chr10:101163481-101163631	151	S	99.45	100.0	100.0	100.0	99.33	100.0	99.61	99.21	100.0	100.0	100.0	99.74	100.0	98.55	100.0	99.53	100.0	99.62	99.61	99.8	100.0	100.0	100.0
C5orf32	HsaEX0011112	chr5:139574031-139574237	207	S	100.0	96.72	98.93	95.52	99.53	100.0	100.0	87.89	100.0	100.0	98.87	91.09	94.62	100.0	99.11	99.39	99.41	99.19	99.36	100.0	100.0	100.0	97.09
SERP1	HsaEX0057371	chr3:150263490-150263565	76	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.23	100.0	100.0	100.0	99.15	100.0	100.0	100.0	100.0
LIAS	HsaEX0035752	chr4:39474720-39474831	112	S	100.0	100.0	97.22	100.0	100.0	100.0	100.0	93.55	100.0	94.44	100.0	94.12	100.0	91.67	97.53	100.0	100.0	100.0	100.0	93.85	89.47	100.0	96.97
HNRNPA2B1	HsaEX0030279	chr7:26237451-26237486	36	S	15.19	13.16	11.8	24.85	12.8	13.77	20.94	18.69	16.53	14.28	9.51	17.77	15.02	14.81	15.02	14.92	16.71	20.55	12.62	10.72	20.11	11.37	23.58
PKN1	HsaEX0047874	chr19:14580564-14580626	63	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.64	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PIGT	HsaEX0047469	chr20:44050023-44050173	151	S	100.0	98.95	98.27	100.0	91.71	100.0	98.61	95.92	100.0	100.0	95.63	97.94	100.0	96.72	98.3	96.7	95.28	98.04	95.12	90.57	100.0	100.0	100.0
PEX6	HsaEX0046677	chr6:42932813-42932890	78	S	100.0	100.0	97.98	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CLPP	HsaEX0015772	chr19:6364463-6364650	188	S	100.0	100.0	97.45	96.23	100.0	100.0	100.0	100.0	100.0	94.44	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.26	100.0	99.1	98.1	100.0	100.0
SNRPB	HsaEX0060708	chr20:2447838-2447961	124	S	6.54	3.28	7.02	4.77	1.31	3.99	7.89	5.34	2.7	8.13	5.45	5.03	2.85	2.38	4.06	2.79	2.9	3.31	4.05	1.75	5.49	1.55	4.97
RRBP1	HsaEX0055731	chr20:17597377-17597479	103	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	94.99	100.0	98.09	94.63	98.94	100.0	100.0	100.0	96.77	100.0	98.36	100.0	100.0	100.0	99.54
MKKS	HsaEX0039361	chr20:10393178-10394579	1402	S	92.31	88.02	92.86	95.4	100.0	96.67	92.86	86.61	100.0	100.0	81.61	81.56	97.53	100.0	92.31	96.24	94.41	92.08	94.03	85.71	100.0	100.0	95.08
SBDS	HsaEX0056290	chr7:66459207-66459269	63	S	82.35	87.54	97.14	84.26	98.35	86.11	96.21	76.51	76.43	76.0	91.12	89.68	98.2	87.85	89.08	97.07	91.19	88.49	94.29	94.82	85.71	94.29	82.43
TRAP1	HsaEX0066907	chr16:3722701-3722821	121	S	96.72	99.43	97.81	100.0	95.06	92.21	100.0	99.5	97.14	100.0	99.59	100.0	100.0	97.87	99.0	100.0	100.0	98.77	99.44	100.0	95.0	100.0	98.48
KTN1	HsaEX0035084	chr14:56139890-56139973	84	S	4.53	6.58	13.98	8.37	6.93	30.2	8.41	4.64	22.47	21.21	5.1	4.35	23.37	32.62	5.77	8.07	8.59	4.55	6.91	4.74	29.1	25.71	29.01
AAMP	HsaEX0000155	chr2:219130302-219130405	104	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SGCE	HsaEX0057772	chr7:94229009-94229035	27	S	22.06	21.31	37.45	33.55	96.08	96.33	26.32	21.21	77.78	89.26	21.39	40.0	90.59	100.0	23.6	31.14	22.98	25.0	44.74	97.52	94.03	91.52	97.08
DGCR6L	HsaEX0019369	chr22:20303642-20303742	101	S	94.74	98.94	94.27	97.23	100.0	100.0	98.45	97.51	100.0	98.61	97.52	95.92	97.12	100.0	98.78	94.12	99.24	98.83	98.12	96.89	100.0	100.0	98.75
PRKRIP1	HsaEX0050244	chr7:102045045-102045130	86	S	100.0	100.0	98.63	100.0	100.0	100.0	98.04	100.0	100.0	100.0	98.8	100.0	100.0	93.94	100.0	100.0	95.45	97.85	100.0	100.0	100.0	100.0	100.0
DCTD	HsaEX0018761	chr4:183836076-183836211	136	S	100.0	100.0	100.0	100.0	100.0	94.12	100.0	100.0	100.0	100.0	97.78	100.0	100.0	98.44	96.31	100.0	100.0	98.43	98.1	100.0	96.43	98.89	95.29
KIF1C	HsaEX0034484	chr17:4910558-4910637	80	S	100.0	100.0	99.76	100.0	100.0	100.0	98.96	100.0	100.0	100.0	99.59	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ILF3	HsaEX0031554	chr19:10793213-10793380	168	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PARP2	HsaEX0045600	chr14:20824749-20824848	100	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PRKCSH	HsaEX0050189	chr19:11553201-11553330	130	S	98.27	99.17	98.51	97.3	100.0	100.0	98.44	98.5	97.44	100.0	99.06	99.44	100.0	100.0	99.36	99.27	98.95	98.76	99.78	100.0	99.02	99.44	99.12
DDA1	HsaEX0018806	chr19:17426743-17426804	62	S	97.69	99.71	98.86	99.26	100.0	100.0	100.0	99.15	100.0	100.0	98.89	100.0	100.0	100.0	98.87	99.63	98.96	99.41	98.8	100.0	100.0	96.48	96.9
ADRM1	HsaEX0002885	chr20:60879517-60879541	25	S	99.12	98.47	98.28	96.44	98.07	94.68	96.44	97.95	98.38	100.0	96.34	100.0	95.15	95.62	98.14	97.88	95.77	97.16	96.99	99.38	96.34	97.36	97.13
C19orf66	HsaEX0010036	chr19:10200578-10200723	146	S	100.0	99.04	100.0	100.0	100.0	98.76	94.88	98.94	100.0	100.0	96.98	97.17	100.0	100.0	98.28	100.0	98.77	100.0	96.96	93.64	100.0	100.0	100.0
RBM39	HsaEX0052711	chr20:34317384-34317449	66	S	82.81	96.93	99.19	95.9	98.34	99.11	100.0	100.0	97.15	95.29	99.36	98.28	96.93	98.85	98.23	98.65	100.0	96.02	98.96	98.87	95.89	96.88	99.37
PTCD3	HsaEX0050746	chr2:86361968-86362110	143	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PTCD3	HsaEX0050747	chr2:86364108-86364263	156	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ILKAP	HsaEX0031559	chr2:239092294-239092381	88	S	100.0	100.0	100.0	100.0	100.0	98.39	98.76	99.17	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.69
GRSF1	HsaEX0028778	chr4:71697256-71697351	96	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.45	100.0	99.05	99.6	100.0	100.0	100.0	100.0	100.0	100.0	100.0
HRSP12	HsaEX0030491	chr8:99120874-99120941	68	S	92.66	92.17	88.66	97.82	95.59	95.34	94.77	95.47	95.07	96.58	90.41	92.4	96.16	96.88	85.97	96.38	91.99	89.97	92.09	95.35	95.69	96.81	96.25
LARS	HsaEX0035399	chr5:145510582-145510672	91	S	97.36	94.13	100.0	100.0	100.0	100.0	97.57	100.0	85.57	90.65	98.93	100.0	100.0	96.05	98.81	100.0	96.51	97.57	97.2	100.0	89.81	100.0	100.0
HSD17B4	HsaEX0030550	chr5:118866961-118867099	139	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.06	100.0	100.0	99.47	99.52	100.0	100.0	100.0	100.0	100.0	100.0	99.77
C14orf159	HsaEX0009433	chr14:91671050-91671169	120	S	92.41	94.26	91.89	90.0	98.99	100.0	97.01	94.94	100.0	100.0	97.08	95.97	98.17	93.22	93.06	95.41	91.76	82.0	97.65	98.18	100.0	100.0	100.0
CAMK1	HsaEX0012196	chr3:9802340-9802397	58	S	98.53	99.8	100.0	99.58	100.0	83.13	99.55	100.0	84.06	100.0	100.0	100.0	100.0	97.26	100.0	99.73	98.68	100.0	99.08	93.75	90.0	100.0	87.2
GSTM1	HsaEX0028874	chr1:110230792-110230867	76	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.55	100.0	99.68	100.0	100.0
FBXO18	HsaEX0025248	chr10:5963221-5963320	100	S	100.0	100.0	100.0	100.0	100.0	90.91	100.0	100.0	91.11	94.74	100.0	100.0	90.48	100.0	98.59	100.0	100.0	100.0	98.51	100.0	95.74	100.0	100.0
FBXO18	HsaEX0025249	chr10:5965584-5965659	76	S	94.81	97.35	93.7	95.65	100.0	96.0	100.0	98.2	100.0	100.0	89.9	95.0	100.0	91.3	95.53	98.73	98.0	96.3	98.98	97.45	100.0	97.87	100.0
CCNH	HsaEX0013649	chr5:86700661-86700824	164	S	100.0	98.21	100.0	98.25	97.87	92.65	95.48	97.04	100.0	100.0	98.95	100.0	100.0	100.0	100.0	100.0	100.0	90.82	93.39	100.0	100.0	100.0	100.0
ELP2	HsaEX0022247	chr18:33750026-33750159	134	S	86.32	100.0	100.0	100.0	100.0	97.44	100.0	96.19	100.0	91.44	97.59	100.0	100.0	100.0	95.65	100.0	97.52	100.0	96.42	97.71	93.95	95.77	100.0
CARS2	HsaEX0012493	chr13:111303381-111303447	67	S	93.64	94.12	96.05	100.0	100.0	100.0	100.0	96.77	94.21	100.0	95.5	100.0	100.0	95.32	97.95	100.0	91.59	100.0	94.68	100.0	94.04	100.0	96.92
UBQLN1	HsaEX0068923	chr9:86281265-86281309	45	S	81.46	89.87	91.75	81.82	63.46	94.44	90.48	87.19	85.71	82.61	91.29	90.64	89.09	79.59	92.95	90.49	90.96	86.58	90.18	73.49	85.37	79.55	78.38
DMTF1	HsaEX0020007	chr7:86824000-86824144	145	S	100.0	97.8	100.0	100.0	100.0	84.71	96.37	98.33	95.36	92.83	97.87	100.0	89.02	100.0	100.0	100.0	97.58	100.0	96.84	100.0	96.04	92.49	95.26
SNX14	HsaEX0060803	chr6:86223788-86223952	165	S	100.0	100.0	100.0	100.0	100.0	98.08	100.0	100.0	100.0	100.0	99.43	100.0	95.24	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
OS9	HsaEX0044853	chr12:58113882-58114046	165	S	55.93	47.36	63.24	49.75	45.64	68.79	50.31	40.91	49.23	56.16	60.87	54.57	39.53	50.01	48.81	53.55	50.57	43.92	59.16	53.95	58.81	75.09	52.09
REPS1	HsaEX0053050	chr6:139228632-139228737	106	S	93.91	95.62	93.47	93.16	100.0	87.89	98.82	98.89	92.56	93.52	96.06	100.0	90.1	94.01	95.83	97.19	95.97	91.87	98.81	97.06	84.16	91.93	91.39
MED4	HsaEX0038668	chr13:48657507-48657564	58	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	90.91	100.0	100.0	100.0	100.0	98.47	100.0	97.87	100.0	100.0	100.0	95.56	100.0	100.0
TACO1	HsaEX0063391	chr17:61683673-61683800	128	S	95.56	98.29	100.0	100.0	100.0	100.0	92.45	98.4	100.0	100.0	97.3	92.0	100.0	98.43	94.56	97.28	95.45	100.0	98.53	100.0	100.0	100.0	96.9
MRPL47	HsaEX0040145	chr3:179310432-179310527	96	S	98.21	97.98	99.0	100.0	100.0	95.79	98.93	97.49	97.78	100.0	95.04	98.43	100.0	95.56	99.26	98.41	100.0	98.31	97.35	100.0	100.0	95.88	98.25
